date,highTemp,avgHighTemp,avgLowTemp,lowTemp,precip,snowfall,precipDays,snowfallDays
string,number,number,number,number,number,number,number,number
Date,Highest temp,Average high temp,Average low temp,Lowest temp,Precipitation,Snowfall,Precipitation Days,Snowfall Days
1885.0833333333333,8.3,-10.1,-20.6,-37.8,7.6,88.9,7,7.0
1885.1666666666667,9.4,-5.7,-17.3,-31.1,5.6,63.5,10,10.0
1885.25,12.8,3.6,-7.6,-21.1,14.0,99.1,7,7.0
1885.3333333333333,24.4,14.3,3.1,-6.7,81.0,38.1,10,4.0
1885.4166666666667,30.6,21.0,8.3,-2.8,53.8,10.2,9,2.0
1885.5,31.7,26.4,14.0,2.2,94.7,0.0,11,0.0
1885.5833333333333,35.0,29.0,17.6,12.8,148.8,0.0,13,0.0
1885.6666666666667,28.9,24.1,14.3,7.8,93.7,0.0,9,0.0
1885.75,31.1,22.0,9.6,1.7,89.4,0.0,7,0.0
1885.8333333333333,26.1,12.0,1.5,-3.9,23.6,5.1,5,1.0
1885.9166666666667,11.7,4.3,-2.6,-8.3,15.2,12.7,6,3.0
1886.0,11.1,-1.8,-10.5,-27.8,16.3,134.6,7,4.0
1886.0833333333333,-1.1,-11.0,-20.5,-36.7,44.7,513.1,18,18.0
1886.1666666666667,9.4,-3.6,-15.4,-33.3,6.3,68.6,8,8.0
1886.25,14.4,2.1,-7.1,-23.3,27.7,264.2,12,8.0
1886.3333333333333,27.2,15.3,4.4,-10.0,93.2,2.5,10,1.0
1886.4166666666667,28.9,22.0,9.1,0.6,20.8,0.0,7,0.0
1886.5,32.8,24.9,13.5,6.1,92.2,0.0,11,0.0
1886.5833333333333,34.4,28.9,17.0,12.8,36.6,0.0,5,0.0
1886.6666666666667,34.4,28.0,15.4,5.6,57.7,0.0,8,0.0
1886.75,31.1,20.7,9.4,0.6,93.7,0.0,13,0.0
1886.8333333333333,27.8,18.5,5.3,-6.1,18.3,0.0,4,0.0
1886.9166666666667,23.3,2.8,-7.0,-19.4,52.6,500.4,11,9.0
1887.0,6.1,-8.6,-18.9,-31.1,37.6,190.5,8,7.0
