date,highTemp,avgHighTemp,avgLowTemp,lowTemp,snowfall,snowfallDays
string,number,number,number,number,number,number
Date,Highest temp,Average high temp,Average low temp,Lowest temp,Snowfall,Snowfall Days
1972-10,22.2,15.0,7.0,0.0,0.0,0.0
1972-11,18.9,9.0,2.4,-8.3,15.2,1.0
1972-12,16.7,3.8,-2.7,-10.0,83.8,6.0
1973-01,16.1,3.9,-4.6,-17.2,91.4,3.0
1973-02,12.2,2.9,-5.1,-16.1,63.5,4.0
1973-03,19.4,10.1,2.4,-3.3,7.6,1.0
1973-04,28.9,14.3,5.5,-0.6,0.0,0.0
1973-05,30.6,18.0,9.8,5.6,0.0,0.0
1973-06,36.1,25.9,16.4,10.0,0.0,0.0
1973-07,35.6,27.9,19.0,15.0,0.0,0.0
1973-08,37.2,28.2,19.4,13.9,0.0,0.0
1973-09,34.4,22.4,13.6,6.1,0.0,0.0
1973-10,25.0,17.2,9.0,2.8,0.0,0.0
1973-11,21.7,11.1,4.2,-1.1,0.0,0.0
1973-12,17.2,8.2,0.2,-11.7,0.0,0.0
1974-01,17.2,3.8,-4.1,-19.4,406.4,5.0
1974-02,13.9,2.6,-5.8,-13.3,452.1,6.0
1974-03,21.1,8.4,-1.0,-9.4,2.5,1.0
1974-04,29.4,15.6,5.4,-2.8,76.2,1.0
1974-05,31.7,16.5,8.7,2.8,0.0,0.0
1974-06,33.9,22.9,13.5,8.9,0.0,0.0
1974-07,35.0,27.0,17.8,14.4,0.0,0.0
1974-08,32.8,26.4,18.1,13.9,0.0,0.0
1974-09,30.6,21.5,13.6,3.9,0.0,0.0
1974-10,25.6,15.0,5.0,-1.1,0.0,0.0
1974-11,25.0,11.2,3.6,-5.0,50.8,2.0
1974-12,14.4,6.3,0.1,-8.3,91.4,2.0
1975-01,16.7,5.2,-2.0,-11.7,55.9,4.0
1975-02,12.2,3.6,-3.6,-13.9,431.8,7.0
1975-03,13.9,6.6,-1.2,-10.0,45.7,4.0
1975-04,21.1,11.7,2.9,-0.6,25.4,3.0
1975-05,32.2,21.6,11.1,6.1,0.0,0.0
1975-06,34.4,23.8,15.6,9.4,0.0,0.0
1975-07,35.0,29.1,19.6,13.3,0.0,0.0
1975-08,38.9,26.9,18.5,11.7,0.0,0.0
1975-09,27.2,21.8,13.6,7.8,0.0,0.0
1975-10,25.6,18.2,9.8,1.1,0.0,0.0
1975-11,24.4,15.2,6.8,0.6,2.5,1.0
1975-12,18.9,5.7,-3.1,-15.6,490.2,6.0
1976-01,13.3,1.2,-7.7,-20.0,381.0,8.0
1976-02,17.2,7.9,-2.0,-11.1,35.6,3.0
1976-03,22.2,9.7,0.4,-7.8,274.3,10.0
1976-04,34.4,18.3,7.3,-4.4,0.0,0.0
1976-05,28.3,20.8,10.6,6.7,0.0,0.0
1976-06,35.0,28.2,17.7,11.7,0.0,0.0
1976-07,33.9,27.1,18.3,14.4,0.0,0.0
1976-08,33.9,26.8,17.6,9.4,0.0,0.0
1976-09,31.1,23.2,13.3,7.8,0.0,0.0
1976-10,25.0,15.3,7.3,-2.2,0.0,0.0
1976-11,18.9,9.3,1.7,-5.0,25.4,1.0
1976-12,15.0,2.9,-6.3,-14.4,436.9,3.0
1977-01,8.3,-1.2,-8.5,-16.1,589.3,10.0
1977-02,8.9,2.6,-4.0,-12.8,149.9,6.0
1977-03,27.2,11.4,2.7,-2.8,271.8,3.0
1977-04,31.1,16.2,5.2,-3.3,0.0,0.0
1977-05,33.3,22.8,11.2,1.7,12.7,1.0
1977-06,32.2,24.4,15.0,10.0,0.0,0.0
1977-07,38.9,28.9,18.7,13.9,0.0,0.0
1977-08,35.0,27.9,18.0,13.3,0.0,0.0
1977-09,33.3,21.7,14.3,8.3,0.0,0.0
1977-10,25.0,16.7,9.1,2.8,0.0,0.0
1977-11,19.4,12.0,5.9,-1.7,17.8,1.0
1977-12,12.8,4.8,-2.4,-15.0,132.1,6.0
1978-01,14.4,2.0,-6.0,-12.2,911.9,11.0
1978-02,6.7,1.1,-6.6,-16.1,690.9,3.0
1978-03,15.6,6.0,-1.3,-8.9,408.9,5.0
1978-04,23.9,13.2,5.4,-1.7,0.0,0.0
1978-05,30.0,19.2,11.2,2.8,0.0,0.0
1978-06,31.7,25.3,15.0,11.1,0.0,0.0
1978-07,37.2,27.0,17.5,13.3,0.0,0.0
1978-08,33.9,25.7,18.3,12.8,0.0,0.0
1978-09,31.1,21.1,11.6,5.6,0.0,0.0
1978-10,25.6,15.8,6.9,0.6,0.0,0.0
1978-11,21.1,10.0,2.8,-8.3,106.7,3.0
1978-12,16.7,5.5,-1.9,-7.2,147.3,3.0
1979-01,16.1,3.9,-3.4,-15.6,266.7,7.0
1979-02,11.7,-0.9,-9.0,-19.4,167.6,4.0
1979-03,22.2,10.0,1.6,-7.2,0.0,0.0
1979-04,25.0,13.1,5.4,0.6,10.2,2.0
1979-05,35.0,20.3,12.1,7.2,0.0,0.0
1979-06,35.0,25.1,15.0,10.0,0.0,0.0
1979-07,34.4,28.3,18.9,12.8,0.0,0.0
1979-08,32.8,25.9,18.2,12.2,0.0,0.0
1979-09,29.4,22.7,13.9,5.6,0.0,0.0
1979-10,28.3,15.5,7.4,0.0,0.0,0.0
1979-11,22.2,13.3,5.1,-1.7,0.0,0.0
1979-12,20.0,6.8,-1.6,-15.0,50.8,3.0
1980-01,13.9,2.0,-4.9,-11.7,10.2,1.0
1980-02,11.7,1.6,-6.3,-12.8,165.1,4.0
1980-03,15.0,6.9,-1.6,-13.9,91.4,3.0
1980-04,23.9,13.4,5.1,0.6,0.0,0.0
1980-05,31.7,19.8,10.7,6.7,0.0,0.0
1980-06,35.6,23.9,14.2,8.3,0.0,0.0
1980-07,37.2,29.3,19.4,13.9,0.0,0.0
1980-08,34.4,27.7,19.1,14.4,0.0,0.0
1980-09,35.6,24.3,14.5,7.2,0.0,0.0
1980-10,22.2,15.3,7.3,1.1,0.0,0.0
1980-11,17.8,9.4,0.9,-3.3,61.0,2.0
1980-12,16.1,3.2,-6.9,-21.7,142.2,5.0
1981-01,9.4,-1.9,-9.8,-20.0,302.3,7.0
1981-02,18.9,6.7,-1.8,-10.6,48.3,1.0
1981-03,25.0,8.0,-0.2,-6.7,12.7,2.0
1981-04,25.6,16.0,5.9,-0.6,0.0,0.0
1981-05,32.8,20.9,10.7,4.4,0.0,0.0
1981-06,33.3,26.1,16.9,12.2,0.0,0.0
1981-07,37.2,28.1,19.2,13.3,0.0,0.0
1981-08,32.2,26.8,17.7,10.6,0.0,0.0
1981-09,32.2,21.9,13.2,6.7,0.0,0.0
1981-10,23.3,14.6,6.7,2.8,0.0,0.0
1981-11,20.6,10.0,3.1,-3.3,0.0,0.0
1981-12,14.4,3.3,-2.0,-10.0,447.0,10.0
1982-01,13.3,-0.8,-9.3,-18.9,457.2,10.0
1982-02,12.2,3.0,-4.3,-9.4,193.0,5.0
1982-03,17.2,8.0,-0.6,-12.2,134.6,4.0
1982-04,28.3,14.5,3.5,-8.9,337.8,2.0
1982-05,28.9,18.2,10.4,6.7,0.0,0.0
1982-06,29.4,21.3,13.5,7.2,0.0,0.0
1982-07,36.7,28.5,19.0,13.9,0.0,0.0
1982-08,30.6,25.5,17.0,8.9,0.0,0.0
1982-09,30.6,21.8,13.8,10.0,0.0,0.0
1982-10,27.8,16.8,7.8,1.7,0.0,0.0
1982-11,24.4,12.9,4.5,-3.9,0.0,0.0
1982-12,21.1,8.0,0.3,-12.2,139.7,8.0
1983-01,15.0,3.1,-4.0,-17.8,119.4,2.0
1983-02,13.9,4.3,-3.5,-13.9,566.4,5.0
1983-03,16.1,8.4,1.1,-5.6,5.1,1.0
1983-04,28.3,13.0,6.0,1.1,0.0,0.0
1983-05,27.2,18.6,10.4,4.4,0.0,0.0
1983-06,36.1,26.6,16.5,11.7,0.0,0.0
1983-07,37.2,30.7,20.4,15.6,0.0,0.0
1983-08,36.1,27.6,18.6,12.8,0.0,0.0
1983-09,37.2,26.4,16.5,10.6,0.0,0.0
1983-10,29.4,16.9,8.8,0.0,0.0,0.0
1983-11,20.6,11.8,3.8,-2.2,0.0,0.0
1983-12,15.0,4.2,-4.1,-17.8,66.0,3.0
1984-01,10.6,0.2,-6.2,-17.2,535.9,10.0
1984-02,15.6,6.7,-0.6,-10.6,7.6,1.0
1984-03,12.2,3.2,-3.4,-14.4,482.6,6.0
1984-04,28.9,11.3,4.3,-1.7,0.0,0.0
1984-05,31.7,19.0,9.9,5.0,0.0,0.0
1984-06,36.7,26.4,16.3,10.6,0.0,0.0
1984-07,36.7,28.6,18.8,14.4,0.0,0.0
1984-08,33.9,28.0,19.3,13.3,0.0,0.0
1984-09,29.4,21.9,11.5,4.4,0.0,0.0
1984-10,25.6,15.7,7.9,0.6,0.0,0.0
1984-11,20.0,11.2,2.8,-3.9,0.0,0.0
1984-12,22.8,8.4,0.0,-10.6,94.0,5.0
1985-01,7.2,-0.4,-8.1,-14.4,177.8,7.0
1985-02,21.1,4.5,-3.6,-13.3,259.1,6.0
1985-03,23.3,9.4,-0.1,-7.8,94.0,6.0
1985-04,28.9,14.2,4.9,-3.3,50.8,1.0
1985-05,31.7,20.4,9.9,3.9,0.0,0.0
1985-06,28.9,22.4,14.0,10.6,0.0,0.0
1985-07,33.3,27.7,18.4,12.2,0.0,0.0
1985-08,33.9,25.1,17.5,11.7,0.0,0.0
1985-09,32.2,22.9,14.2,7.2,0.0,0.0
1985-10,25.6,17.3,8.6,1.7,0.0,0.0
1985-11,22.8,11.0,3.9,-3.9,76.2,3.0
1985-12,15.6,3.4,-4.2,-13.9,33.0,5.0
1986-01,14.4,4.2,-4.9,-17.2,20.3,2.0
1986-02,8.3,1.5,-5.1,-10.6,264.2,10.0
1986-03,25.0,10.1,-0.4,-13.9,66.0,2.0
1986-04,22.2,12.6,5.6,1.1,0.0,0.0
1986-05,32.2,19.4,10.0,2.2,0.0,0.0
1986-06,31.7,24.1,13.7,7.2,0.0,0.0
1986-07,35.0,25.8,17.5,12.2,0.0,0.0
1986-08,30.6,25.7,17.0,8.3,0.0,0.0
1986-09,30.6,21.9,12.8,7.2,0.0,0.0
1986-10,26.7,16.6,7.8,1.1,0.0,0.0
1986-11,22.2,10.3,1.1,-7.2,88.9,2.0
1986-12,17.8,5.4,-1.5,-9.4,86.4,3.0
1987-01,10.0,2.0,-5.5,-13.3,617.2,11.0
1987-02,8.3,2.9,-6.1,-18.3,94.0,2.0
1987-03,18.3,7.3,-0.2,-11.1,88.9,5.0
1987-04,22.2,10.4,4.1,-0.6,104.1,2.0
1987-05,33.9,18.9,9.0,3.9,0.0,0.0
1987-06,30.6,23.0,13.9,10.0,0.0,0.0
1987-07,35.0,26.2,17.8,13.9,0.0,0.0
1987-08,35.6,25.7,16.8,12.2,0.0,0.0
1987-09,30.0,22.5,14.6,8.9,0.0,0.0
1987-10,22.8,16.9,7.8,2.8,0.0,0.0
1987-11,25.6,10.9,2.3,-8.9,228.6,3.0
1987-12,14.4,5.8,-1.2,-16.1,190.5,4.0
1988-01,14.4,1.7,-6.4,-20.0,431.8,4.0
1988-02,15.6,4.2,-4.1,-13.3,358.1,3.0
1988-03,20.6,8.6,-0.6,-11.1,127.0,3.0
1988-04,19.4,11.6,4.8,0.6,0.0,0.0
1988-05,29.4,18.5,10.0,5.0,0.0,0.0
1988-06,36.7,25.4,15.1,8.3,0.0,0.0
1988-07,37.2,28.1,18.2,10.0,0.0,0.0
1988-08,35.6,28.7,19.6,11.7,0.0,0.0
1988-09,28.3,22.9,13.3,6.7,0.0,0.0
1988-10,28.3,14.6,6.3,-0.6,0.0,0.0
1988-11,19.4,12.5,3.7,-2.2,0.0,0.0
1988-12,15.6,4.7,-3.9,-16.7,94.0,3.0
1989-01,12.2,5.9,-3.1,-15.0,38.1,3.0
1989-02,18.9,3.2,-4.8,-12.2,170.2,6.0
1989-03,27.2,7.3,-1.5,-12.8,81.3,4.0
1989-04,18.9,12.0,3.4,-0.6,10.2,1.0
1989-05,27.8,19.7,10.7,6.7,0.0,0.0
1989-06,33.9,24.1,15.7,11.7,0.0,0.0
1989-07,35.6,27.3,18.0,15.0,0.0,0.0
1989-08,32.2,26.2,17.8,12.2,0.0,0.0
1989-09,30.0,22.4,13.9,5.6,0.0,0.0
1989-10,24.4,17.6,8.2,3.3,0.0,0.0
1989-11,21.7,9.9,2.0,-9.4,114.3,2.0
1989-12,11.7,-1.5,-9.9,-15.6,157.5,6.0
1990-01,17.2,6.3,-1.4,-10.0,177.8,4.0
1990-02,18.3,6.2,-3.9,-16.1,429.3,7.0
1990-03,22.8,9.4,-0.3,-11.1,104.1,2.0
1990-04,33.3,12.9,4.5,-0.6,12.7,1.0
1990-05,27.2,16.8,8.6,5.6,0.0,0.0
1990-06,30.6,23.8,14.6,9.4,0.0,0.0
1990-07,33.9,27.2,18.5,13.9,0.0,0.0
1990-08,33.3,26.8,19.1,12.8,0.0,0.0
1990-09,30.6,22.4,13.8,6.7,0.0,0.0
1990-10,30.0,19.3,9.9,1.1,0.0,0.0
1990-11,25.0,13.9,4.5,-2.2,0.0,0.0
1990-12,19.4,9.3,0.3,-7.8,30.5,1.0
1991-01,9.4,2.6,-5.5,-15.6,297.2,6.0
1991-02,18.3,6.8,-2.3,-12.8,71.1,6.0
1991-03,26.1,9.3,1.3,-5.0,86.4,5.0
1991-04,30.0,15.8,5.6,1.7,0.0,0.0
1991-05,32.8,22.9,11.8,6.7,0.0,0.0
1991-06,36.1,26.2,16.0,10.0,0.0,0.0
1991-07,37.2,28.1,19.2,14.4,0.0,0.0
1991-08,33.9,27.7,18.7,13.9,0.0,0.0
1991-09,32.2,22.0,13.2,3.9,0.0,0.0
1991-10,26.7,17.9,9.2,1.1,0.0,0.0
1991-11,22.8,10.6,4.0,-2.2,0.0,0.0
1991-12,17.8,6.3,-2.0,-12.2,147.3,5.0
1992-01,14.4,3.4,-4.6,-13.9,10.2,2.0
1992-02,12.8,4.4,-4.0,-13.9,101.6,7.0
1992-03,16.1,5.9,-2.2,-12.8,274.3,5.0
1992-04,24.4,12.3,3.7,-0.6,25.4,1.0
1992-05,33.3,17.5,8.7,2.8,0.0,0.0
1992-06,30.6,24.8,14.9,8.9,0.0,0.0
1992-07,31.7,25.2,16.4,12.2,0.0,0.0
1992-08,32.8,25.5,17.1,13.9,0.0,0.0
1992-09,29.4,22.1,13.4,3.9,0.0,0.0
1992-10,25.6,15.6,7.0,1.7,0.0,0.0
1992-11,17.8,9.5,2.6,-3.9,15.2,1.0
1992-12,13.3,5.2,-2.1,-10.6,246.4,4.0
1993-01,16.7,4.1,-3.7,-12.2,327.7,7.0
1993-02,10.6,1.7,-7.2,-16.7,497.8,10.0
1993-03,15.6,6.2,-1.4,-11.1,988.1,12.0
1993-04,22.8,12.9,5.2,0.6,55.9,2.0
1993-05,32.8,20.3,11.1,7.2,0.0,0.0
1993-06,33.9,26.6,15.0,8.9,0.0,0.0
1993-07,37.2,28.7,18.8,13.3,0.0,0.0
1993-08,35.6,27.4,18.8,13.9,0.0,0.0
1993-09,33.9,22.3,14.1,6.1,0.0,0.0
1993-10,25.0,15.6,6.9,1.1,0.0,0.0
1993-11,25.6,12.2,2.9,-7.8,0.0,0.0
1993-12,13.3,4.9,-2.4,-13.9,294.6,5.0
1994-01,12.2,-0.6,-10.3,-20.0,856.0,14.0
1994-02,16.7,1.2,-6.8,-16.1,919.5,10.0
1994-03,19.4,7.2,-0.4,-7.8,375.9,8.0
1994-04,31.1,15.8,5.7,1.1,0.0,0.0
1994-05,30.0,19.7,9.6,6.1,0.0,0.0
1994-06,35.0,27.7,16.6,10.0,0.0,0.0
1994-07,36.1,30.1,20.4,16.1,0.0,0.0
1994-08,33.3,27.2,17.7,13.3,0.0,0.0
1994-09,30.6,21.9,13.9,10.0,0.0,0.0
1994-10,25.0,17.7,8.4,3.9,0.0,0.0
1994-11,26.1,14.1,4.8,-5.6,2.5,1.0
1994-12,18.3,7.6,-0.3,-10.6,38.1,4.0
1995-01,18.9,5.0,-2.2,-11.1,111.8,4.0
1995-02,12.8,2.3,-6.2,-17.2,215.9,7.0
1995-03,19.4,7.3,0.3,-7.2,10.2,2.0
1995-04,20.0,12.1,3.5,-6.7,0.0,0.0
1995-05,31.7,18.5,9.5,3.3,0.0,0.0
1995-06,35.0,25.0,15.7,11.7,0.0,0.0
1995-07,37.8,29.2,19.5,15.0,0.0,0.0
1995-08,35.6,27.5,17.8,12.8,0.0,0.0
1995-09,31.7,21.7,12.8,7.8,0.0,0.0
1995-10,28.3,19.1,10.2,3.3,0.0,0.0
1995-11,18.3,9.1,1.8,-5.0,104.1,2.0
1995-12,10.0,3.2,-3.5,-8.3,612.1,11.0
1996-01,15.6,3.1,-5.2,-16.1,1010.9,11.0
1996-02,14.4,3.0,-4.3,-15.6,393.7,5.0
1996-03,16.7,6.7,-1.7,-10.6,426.7,6.0
1996-04,26.7,13.1,4.6,0.0,185.4,4.0
1996-05,32.8,18.8,9.4,3.9,0.0,0.0
1996-06,30.6,24.4,15.7,10.6,0.0,0.0
1996-07,31.7,26.3,18.0,15.0,0.0,0.0
1996-08,32.2,25.4,17.8,15.0,0.0,0.0
1996-09,29.4,21.2,14.5,8.3,0.0,0.0
1996-10,22.8,15.9,7.7,2.2,0.0,0.0
1996-11,22.8,8.2,1.0,-6.7,45.7,2.0
1996-12,16.1,7.5,0.6,-15.0,127.0,2.0
1997-01,12.8,2.6,-5.7,-17.8,246.4,8.0
1997-02,18.9,6.1,-1.7,-9.4,121.9,5.0
1997-03,17.2,6.5,-1.3,-8.3,208.3,5.0
1997-04,23.9,12.1,3.9,-3.3,569.0,1.0
1997-05,24.4,17.9,8.9,6.1,0.0,0.0
1997-06,34.4,24.8,15.4,8.3,0.0,0.0
1997-07,35.0,28.0,18.2,13.3,0.0,0.0
1997-08,34.4,26.0,17.5,14.4,0.0,0.0
1997-09,28.9,22.1,13.6,6.7,0.0,0.0
1997-10,28.9,15.8,7.3,0.0,0.0,0.0
1997-11,18.9,8.5,2.2,-5.6,99.1,4.0
1997-12,11.7,5.4,-1.9,-10.6,198.1,5.0
1998-01,15.6,4.3,-2.2,-13.9,254.0,6.0
1998-02,11.7,5.0,-1.4,-13.9,7.6,1.0
1998-03,31.7,9.3,1.3,-12.2,91.4,2.0
1998-04,25.6,13.7,5.6,1.1,0.0,0.0
1998-05,31.7,20.4,11.1,5.0,0.0,0.0
1998-06,31.1,22.2,14.0,8.9,0.0,0.0
1998-07,33.9,28.1,18.9,15.6,0.0,0.0
1998-08,33.3,26.8,18.2,13.9,0.0,0.0
1998-09,31.1,23.6,14.5,7.8,0.0,0.0
1998-10,25.0,16.4,8.5,3.3,0.0,0.0
1998-11,17.2,10.4,3.6,-0.6,0.0,0.0
1998-12,24.4,7.9,0.0,-11.7,20.3,2.0
1999-01,16.7,3.0,-5.8,-16.7,426.7,9.0
1999-02,14.4,4.9,-3.1,-13.3,188.0,4.0
1999-03,22.2,8.5,-0.3,-10.6,289.6,5.0
1999-04,24.4,14.0,5.1,0.0,0.0,0.0
1999-05,30.6,18.7,10.4,6.1,0.0,0.0
1999-06,36.1,26.6,16.7,10.6,0.0,0.0
1999-07,36.7,29.0,19.5,12.8,0.0,0.0
1999-08,34.4,26.1,17.6,12.8,0.0,0.0
1999-09,30.6,23.5,15.5,10.0,0.0,0.0
1999-10,23.9,16.3,7.0,1.7,0.0,0.0
1999-11,22.2,13.1,4.7,-2.8,0.0,0.0
1999-12,15.0,6.6,-0.7,-11.1,0.0,0.0
2000-01,17.8,2.0,-7.0,-17.8,335.3,5.0
2000-02,16.1,5.2,-2.8,-10.6,233.7,7.0
2000-03,22.2,10.6,2.0,-8.9,50.8,1.0
2000-04,23.9,12.4,4.6,1.1,0.0,0.0
2000-05,32.8,18.8,9.2,5.6,0.0,0.0
2000-06,33.3,24.1,15.1,7.8,0.0,0.0
2000-07,30.6,25.0,17.1,12.8,0.0,0.0
2000-08,31.7,25.1,17.5,13.3,0.0,0.0
2000-09,30.6,22.0,13.0,3.3,0.0,0.0
2000-10,26.7,16.5,7.8,0.6,0.0,0.0
2000-11,18.9,9.5,3.6,-8.3,0.0,0.0
2000-12,17.8,2.2,-5.3,-13.3,114.3,6.0
2001-01,6.7,2.3,-4.6,-11.1,315.0,6.0
2001-02,12.2,4.0,-4.3,-12.2,248.9,9.0
2001-03,10.6,4.8,-1.1,-8.3,487.7,12.0
2001-04,29.4,13.7,4.8,0.0,0.0,0.0
2001-05,33.3,20.0,10.6,3.3,0.0,0.0
2001-06,33.3,26.5,16.9,10.0,0.0,0.0
2001-07,35.0,25.5,16.6,13.3,0.0,0.0
2001-08,36.1,27.3,19.3,14.4,0.0,0.0
2001-09,30.6,23.0,14.0,8.9,0.0,0.0
2001-10,28.3,18.3,8.5,1.1,0.0,0.0
2001-11,22.8,13.4,4.7,-1.7,0.0,0.0
2001-12,22.2,8.0,1.5,-5.0,127.0,3.0
2002-01,18.3,5.8,-0.6,-5.6,200.7,7.0
2002-02,15.6,7.0,-2.2,-10.6,12.7,2.0
2002-03,18.9,8.8,0.3,-7.2,35.6,3.0
2002-04,33.9,14.8,4.9,-2.2,7.6,1.0
2002-05,28.9,19.3,9.3,2.8,0.0,0.0
2002-06,33.9,23.9,14.4,8.3,0.0,0.0
2002-07,36.1,28.9,19.1,14.4,0.0,0.0
2002-08,38.3,28.4,19.6,14.4,0.0,0.0
2002-09,32.8,24.5,15.9,10.0,0.0,0.0
2002-10,29.4,15.0,7.6,0.0,0.0,0.0
2002-11,21.1,9.5,2.6,-7.2,91.4,2.0
2002-12,16.1,4.0,-2.7,-11.1,281.9,5.0
2003-01,6.7,-0.9,-7.9,-17.2,106.7,11.0
2003-02,11.7,0.4,-6.7,-17.8,1056.6,7.0
2003-03,20.6,8.0,-1.8,-12.8,205.7,4.0
2003-04,28.9,10.8,3.1,-2.2,58.4,4.0
2003-05,27.8,16.8,8.8,3.9,0.0,0.0
2003-06,33.9,22.5,14.6,10.0,0.0,0.0
2003-07,33.9,27.9,19.1,15.0,0.0,0.0
2003-08,33.9,27.7,19.2,12.8,0.0,0.0
2003-09,28.3,22.2,15.2,9.4,0.0,0.0
2003-10,23.3,15.8,7.6,0.6,0.0,0.0
2003-11,24.4,11.4,4.0,-2.8,0.0,0.0
2003-12,14.4,6.0,-1.6,-8.9,546.1,5.0
2004-01,10.0,-2.7,-9.9,-21.7,124.5,6.0
2004-02,12.8,4.6,-3.4,-11.1,61.0,1.0
2004-03,19.4,7.7,0.4,-6.1,269.2,5.0
2004-04,30.0,14.4,5.1,-1.1,0.0,0.0
2004-05,31.7,19.6,10.2,4.4,0.0,0.0
2004-06,33.9,23.9,14.5,9.4,0.0,0.0
2004-07,31.7,25.3,18.0,15.0,0.0,0.0
2004-08,32.8,26.5,18.0,13.3,0.0,0.0
2004-09,29.4,22.6,14.3,8.3,0.0,0.0
2004-10,23.3,15.6,8.6,3.3,0.0,0.0
2004-11,18.9,10.9,2.8,-4.4,99.1,2.0
2004-12,16.1,5.8,-2.4,-14.4,182.9,3.0
2005-01,17.2,1.0,-6.8,-18.9,1099.8,12.0
2005-02,12.2,3.0,-4.0,-10.6,449.6,7.0
2005-03,12.8,5.5,-1.9,-11.7,368.3,6.0
2005-04,30.6,14.5,5.2,0.6,0.0,0.0
2005-05,25.6,14.5,7.9,3.9,0.0,0.0
2005-06,35.0,25.0,15.3,8.9,0.0,0.0
2005-07,34.4,27.3,18.5,13.3,0.0,0.0
2005-08,36.1,27.9,19.2,15.6,0.0,0.0
2005-09,32.8,24.3,15.6,8.9,0.0,0.0
2005-10,27.2,16.0,9.2,0.6,27.9,1.0
2005-11,21.1,12.1,3.3,-6.1,0.0,0.0
2005-12,10.6,3.5,-3.0,-12.2,271.8,4.0
2006-01,15.6,6.3,-1.3,-12.2,205.7,7.0
2006-02,13.9,3.4,-4.6,-13.9,508.0,3.0
2006-03,22.8,8.1,-0.7,-7.8,0.0,0.0
2006-04,25.0,14.4,5.4,0.6,0.0,0.0
2006-05,28.9,17.8,10.0,6.7,0.0,0.0
2006-06,33.9,23.9,16.2,11.1,0.0,0.0
2006-07,35.6,29.1,19.7,16.7,0.0,0.0
2006-08,36.7,26.0,17.8,12.8,0.0,0.0
2006-09,28.9,22.1,14.1,7.2,0.0,0.0
2006-10,26.7,16.6,8.2,2.8,0.0,0.0
2006-11,20.6,13.2,5.8,0.0,0.0,0.0
2006-12,19.4,8.7,1.4,-6.7,20.3,3.0
2007-01,20.6,4.2,-3.4,-16.1,25.4,3.0
2007-02,9.4,0.5,-7.0,-13.3,116.8,3.0
2007-03,20.0,7.8,-1.7,-15.0,259.1,4.0
2007-04,30.0,10.9,3.7,-2.2,12.7,2.0
2007-05,33.3,21.5,11.1,5.6,0.0,0.0
2007-06,35.6,25.0,15.6,10.0,0.0,0.0
2007-07,33.3,27.2,18.2,13.3,0.0,0.0
2007-08,35.6,27.0,18.2,12.8,0.0,0.0
2007-09,35.0,24.5,15.1,8.3,0.0,0.0
2007-10,30.0,19.4,10.9,2.8,0.0,0.0
2007-11,20.6,10.1,2.2,-5.6,0.0,0.0
2007-12,11.7,3.7,-3.2,-8.3,683.3,7.0
2008-01,19.4,4.6,-3.0,-13.9,210.8,2.0
2008-02,16.7,4.1,-3.5,-11.7,381.0,9.0
2008-03,15.6,7.4,-0.5,-3.9,25.4,1.0
2008-04,28.9,13.8,5.5,0.6,0.0,0.0
2008-05,28.3,18.6,9.9,4.4,0.0,0.0
2008-06,35.0,26.1,16.4,11.1,0.0,0.0
2008-07,35.0,28.2,19.6,16.1,0.0,0.0
2008-08,30.6,24.9,17.3,13.3,0.0,0.0
2008-09,31.7,22.0,15.0,8.9,0.0,0.0
2008-10,23.3,16.1,7.5,0.6,0.0,0.0
2008-11,21.1,9.8,2.8,-5.6,0.0,0.0
2008-12,17.2,6.4,-2.3,-12.8,642.6,6.0
2009-01,4.4,-0.4,-7.5,-14.4,602.0,9.0
2009-02,15.6,5.0,-4.0,-13.3,157.5,5.0
2009-03,16.1,6.8,-0.8,-10.0,271.8,3.0
2009-04,33.9,15.1,5.5,1.1,0.0,0.0
2009-05,33.3,19.9,10.7,7.2,0.0,0.0
2009-06,28.9,20.7,14.1,8.9,0.0,0.0
2009-07,30.6,25.2,17.6,14.4,0.0,0.0
2009-08,35.0,27.1,19.1,13.3,0.0,0.0
2009-09,27.2,21.4,13.3,7.8,0.0,0.0
2009-10,22.8,15.0,7.0,1.1,2.5,1.0
2009-11,20.6,12.6,6.1,1.7,0.0,0.0
2009-12,20.6,4.3,-3.0,-12.2,386.1,5.0
2010-01,13.9,2.2,-4.8,-14.4,335.3,6.0
2010-02,10.0,3.7,-2.4,-10.0,177.8,4.0
2010-03,22.2,10.1,3.1,-3.9,5.1,1.0
2010-04,32.2,16.6,6.8,1.7,0.0,0.0
2010-05,34.4,22.2,12.0,4.4,0.0,0.0
2010-06,34.4,26.0,16.6,11.7,0.0,0.0
2010-07,37.8,29.9,20.4,15.6,0.0,0.0
2010-08,35.6,27.5,18.6,15.6,0.0,0.0
2010-09,35.0,24.8,16.0,10.6,0.0,0.0
2010-10,28.9,17.2,9.0,2.8,0.0,0.0
2010-11,17.8,10.6,3.6,-2.2,0.0,0.0
2010-12,13.9,3.7,-3.0,-10.0,558.8,6.0
2011-01,13.3,0.9,-5.8,-18.9,972.8,9.0
2011-02,15.6,3.8,-5.4,-10.6,469.9,6.0
2011-03,21.1,8.0,-0.3,-11.1,33.0,4.0
2011-04,25.6,14.3,5.8,0.6,22.9,1.0
2011-05,30.6,18.9,11.4,6.7,0.0,0.0
2011-06,33.3,23.4,15.6,9.4,0.0,0.0
2011-07,39.4,29.9,20.5,17.2,0.0,0.0
